,trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit
0,20230323,000977.SZ,计算机设,浪潮信息,38.05,10.0,8880169984.0,,55623619087.75,55694147236.0,16.74,424020829.0,131154,131154,0,1/1,1.0,U
1,20230323,001337.SZ,贵金属,四川黄金,33.2,10.01,1309584592.0,,1992000000.0,13944000000.0,68.66,52175725.0,135551,135827,3,14/15,1.0,U
2,20230323,001339.SZ,计算机设,智微智能,30.6,7.86,957447856.0,,1889550000.0,7624204200.0,50.69,,94933,,3,0/0,,Z
3,20230323,002049.SZ,半导体,紫光国微,110.13,10.0,5669549824.0,,93567208007.13,93567388950.72,6.25,294282668.0,134715,134715,0,1/1,1.0,U
4,20230323,002229.SZ,造纸印刷,鸿博股份,15.65,9.98,96835971.0,,7717445922.75,7799087606.4,1.25,440951238.0,92500,92500,0,2/2,2.0,U
5,20230323,002230.SZ,软件开发,科大讯飞,56.71,10.01,8290109440.0,,120689759473.24,131742112694.56,7.08,5080195.0,141809,150000,7,1/1,1.0,U
6,20230323,002463.SZ,电子元件,沪电股份,20.94,9.98,3148333648.0,,39695134429.8,39716034601.92,8.09,105295931.0,104133,133636,7,2/2,2.0,U
7,20230323,002599.SZ,包装材料,盛通股份,7.0,-0.57,1065691472.0,,2763879937.0,3763107040.0,36.43,,93030,,2,3/5,,Z
8,20230323,002602.SZ,游戏,世纪华通,5.07,9.98,1521352624.0,,34871955977.82,37784464273.92,4.48,116881919.0,104730,104730,0,1/1,1.0,U
9,20230323,002610.SZ,光伏设备,爱康科技,2.96,10.04,694578144.0,,12974378995.12,13259416330.24,5.38,128118233.0,93248,110833,1,1/1,1.0,U
10,20230323,002636.SZ,电子元件,金安国纪,10.49,9.96,592518912.0,,7585394758.78,7636720000.0,8.12,58842574.0,130021,143318,2,2/3,1.0,U
11,20230323,002717.SZ,环保行业,岭南股份,3.87,6.91,1640953264.0,,5325543737.91,6499330384.32,30.28,,92500,,3,0/0,,Z
12,20230323,002725.SZ,汽车零部件,跃岭股份,10.31,10.03,180503231.0,,2071027920.57,2639360000.0,8.91,50318326.0,100839,100839,0,1/1,1.0,U
13,20230323,002888.SZ,消费电子,惠威科技,17.25,10.01,149571167.0,,1297060723.5,2580801480.0,11.81,74376117.0,93203,93203,0,2/2,2.0,U
14,20230323,002913.SZ,电子元件,奥士康,32.86,5.29,386059920.0,,8728455244.4,10578354816.96,4.4,,95206,,1,0/0,,Z
15,20230323,300238.SZ,医疗器械,冠昊生物,13.21,19.98,456448176.0,,3502421223.22,3502706810.21,13.61,3448893.0,104809,141000,6,1/1,1.0,U
16,20230323,300474.SZ,航天航空,景嘉微,101.11,20.0,4817181696.0,,32115278810.97,46017186435.52,16.43,223597586.0,130521,130706,1,1/1,1.0,U
17,20230323,600070.SH,互联网服,浙江富润,6.11,-10.01,231115487.0,40646163.0,3096063672.52,3100340696.96,7.27,7230201.0,,141050,5,,1.0,D
18,20230323,600225.SH,软件开发,卓朗科技,6.02,-10.01,162009569.0,55006546.0,20521128998.3,20536594095.36,0.76,127185750.0,,94748,0,,1.0,D
19,20230323,600498.SH,通信设备,烽火通信,19.88,9.35,1437815136.0,,22495125255.68,23588903134.72,6.61,,134606,,1,0/0,,Z
20,20230323,600605.SH,房地产服务,汇通能源,12.96,10.02,270521216.0,,2673420279.84,2673420279.84,10.49,30391394.0,101954,101954,0,2/2,2.0,U
21,20230323,601231.SH,消费电子,环旭电子,18.15,10.0,787296592.0,,39583775446.05,40054585956.0,2.03,53698535.0,103551,103551,0,1/1,1.0,U
22,20230323,601595.SH,文化传媒,上海电影,17.75,7.38,510819680.0,,7955550000.0,7955550000.0,6.58,,102612,,1,2/4,,Z
23,20230323,601698.SH,通信服务,中国卫通,24.59,10.02,3524446976.0,,98360000000.0,103877637182.72,3.79,201246969.0,143356,143356,0,1/1,1.0,U
24,20230323,603018.SH,工程咨询,华设集团,10.15,4.64,1367252768.0,,6786502662.8,6940376744.0,19.56,,100426,,12,1/2,,Z
25,20230323,603065.SH,化学原料,宿迁联盛,22.39,10.02,637045920.0,,938141000.0,9380683847.52,69.1,9896715.0,92503,144857,3,3/3,3.0,U
26,20230323,603236.SH,通信设备,移远通信,117.37,7.98,790192128.0,,22180826260.12,22180826260.12,3.59,,94737,,1,0/0,,Z
27,20230323,603722.SH,塑料制品,阿科力,52.2,10.01,201146250.0,,4590337500.0,4590337500.0,4.51,44536726.0,112730,131015,1,1/1,1.0,U
28,20230323,603986.SH,半导体,兆易创新,116.66,10.0,4387721216.0,,77378230100.84,77815154232.32,5.86,105222303.0,134053,142023,2,1/1,1.0,U
29,20230323,688521.SH,半导体,芯原股份-U,96.05,20.0,2163756592.0,,19921332660.9,47808953582.4,11.24,30827727.0,134053,140556,4,1/1,1.0,U
30,20230323,688525.SH,半导体,佰维存储,38.81,19.56,673515664.0,,1350063405.23,16701073768.16,54.17,,144257,,3,0/0,,Z
