ts_code,name,trade_date,open,high,low,close,pre_close,change,vol,amount,turnover_rate,float_share,area,industry,market,total_mv,limit
920982.BJ,锦波生物,20260204,214.32,223.33,212.5,222.64,215.0,3.5535,9236.31,201523.239,1.6822,5490.5088,山西,医疗保健,北交所,2561814.7298,N
920982.BJ,锦波生物,20260203,216.12,217.2,210.5,215.0,214.89,0.0512,7358.95,157335.264,1.3403,5490.5088,山西,医疗保健,北交所,2473904.81,N
920982.BJ,锦波生物,20260202,221.39,223.94,214.35,214.89,221.39,-2.936,9949.16,217282.406,1.8121,5490.5088,山西,医疗保健,北交所,2472639.0913,N
920982.BJ,锦波生物,20260130,226.18,226.18,220.5,221.39,226.88,-2.4198,7085.98,157655.722,1.2906,5490.5088,山西,医疗保健,北交所,2547431.5623,N
920982.BJ,锦波生物,20260129,223.0,227.67,220.11,226.88,223.85,1.3536,8287.12,185760.926,1.5094,5490.5088,山西,医疗保健,北交所,2610602.4339,N
920982.BJ,锦波生物,20260128,227.98,228.99,223.12,223.85,228.34,-1.9664,7323.3,164695.034,1.3338,5490.5088,山西,医疗保健,北交所,2575737.6359,N
920982.BJ,锦波生物,20260127,229.92,232.68,227.5,228.34,231.38,-1.3139,5531.45,126710.785,1.0075,5490.5088,山西,医疗保健,北交所,2627401.9736,N
920982.BJ,锦波生物,20260126,227.1,231.9,224.81,231.38,229.45,0.8411,9692.99,222344.286,1.7654,5490.5088,山西,医疗保健,北交所,2662381.8369,N
920982.BJ,锦波生物,20260123,230.0,233.98,229.0,229.45,226.99,1.0837,7370.0,170298.394,1.3423,5490.5088,山西,医疗保健,北交所,2640174.2263,N
920982.BJ,锦波生物,20260122,233.05,233.3,226.95,226.99,232.13,-2.2143,7993.54,182834.786,1.4559,5490.5088,山西,医疗保健,北交所,2611868.1527,N
920982.BJ,锦波生物,20260121,233.0,235.87,232.0,232.13,234.11,-0.8458,5375.11,125292.475,0.979,5490.5088,山西,医疗保健,北交所,2671011.7374,N
920982.BJ,锦波生物,20260120,239.69,239.69,233.33,234.11,238.79,-1.9599,6327.34,148551.777,1.1524,5490.5088,山西,医疗保健,北交所,2693794.6747,N
920982.BJ,锦波生物,20260119,236.0,240.88,236.0,238.79,235.0,1.6128,8091.07,193239.784,1.4736,5490.5088,山西,医疗保健,北交所,2747645.2539,N
920982.BJ,锦波生物,20260116,236.5,236.86,231.4,235.0,234.12,0.3759,6758.42,157707.236,1.2309,5490.5088,山西,医疗保健,北交所,2704035.49,N
920982.BJ,锦波生物,20260115,237.99,240.5,233.91,234.12,238.58,-1.8694,8910.79,210848.8,1.6229,5490.5088,山西,医疗保健,北交所,2693909.7401,N
920982.BJ,锦波生物,20260114,241.35,243.0,236.38,238.58,241.33,-1.1395,13937.6,332480.661,2.5385,5490.5088,山西,医疗保健,北交所,2745228.8817,N
920982.BJ,锦波生物,20260113,233.4,243.88,232.51,241.33,234.99,2.698,17669.11,425803.322,3.2181,5490.5088,山西,医疗保健,北交所,2776871.8502,N
920982.BJ,锦波生物,20260112,235.52,237.21,232.58,234.99,236.7,-0.7224,11732.0,274919.699,2.1368,5490.5088,山西,医疗保健,北交所,2703920.4247,N
920982.BJ,锦波生物,20260109,235.99,237.31,234.18,236.7,235.91,0.3349,9061.73,213732.398,1.6504,5490.5088,山西,医疗保健,北交所,2723596.5978,N
920982.BJ,锦波生物,20260108,236.52,238.77,234.52,235.91,237.0,-0.4599,6857.47,161745.617,1.249,5490.5088,山西,医疗保健,北交所,2714506.4359,N
920982.BJ,锦波生物,20260107,234.02,240.5,232.02,237.0,236.12,0.3727,9224.7,219460.318,1.6801,5490.5088,山西,医疗保健,北交所,2727048.558,N
920982.BJ,锦波生物,20260106,236.0,241.3,235.0,236.12,236.64,-0.2197,7324.94,173714.972,1.3341,5490.5088,山西,医疗保健,北交所,2716922.8081,N
920982.BJ,锦波生物,20260105,231.6,237.75,229.0,236.64,233.7,1.258,7690.59,180226.798,1.4007,5490.5088,山西,医疗保健,北交所,2722906.2058,N
920982.BJ,锦波生物,20251231,233.0,238.49,232.1,233.7,234.8,-0.4685,5210.09,122452.646,0.9489,5490.5088,山西,医疗保健,北交所,2689076.9958,N
